location_index,location,i,j,x,y,pointwise,weighted,local,full
0,"(0,0)",0,0,0.0,0.0,6.991079184258314,3.4616177838143893,1.784375542293569,6.846625057870843
1,"(0,1)",0,1,11.11111111111111,0.0,6.533799652005992,1.3710450536395462,4.309999560165712,2.704599422088885
2,"(0,2)",0,2,22.22222222222222,0.0,6.44916751881697,1.4538535525381688,4.175644302627299,3.8951114010671337
3,"(0,3)",0,3,33.33333333333333,0.0,5.4224438843805824,2.1560452189368666,9.117260995618869,10.404885971040347
4,"(0,4)",0,4,44.44444444444444,0.0,4.997277575207713,3.2890506937136257,5.827617194558824,16.06174322289552
5,"(0,5)",0,5,55.55555555555556,0.0,5.985770364362247,11.25540182721863,11.941435077460113,10.768313294406155
6,"(0,6)",0,6,66.66666666666666,0.0,5.92570839787421,4.608904490741843,8.677486576862771,6.225265934624871
7,"(0,7)",0,7,77.77777777777777,0.0,6.6456933949722,3.425570374010597,8.0844460470114,4.208679021204769
8,"(0,8)",0,8,88.88888888888889,0.0,5.402432208094157,6.181807224862075,1.8375833524354175,7.448882162706594
9,"(0,9)",0,9,100.0,0.0,5.076991848718022,1.8305118693213398,11.96551805367726,19.569593310398123
10,"(1,0)",1,0,0.0,11.11111111111111,8.375110550987113,4.336714489124045,8.051590644679752,21.165639118123966
11,"(1,1)",1,1,11.11111111111111,11.11111111111111,7.640547777835172,1.7483969189748658,4.332787716707353,13.14542599947414
12,"(1,2)",1,2,22.22222222222222,11.11111111111111,6.482808022814855,8.78271576026123,5.664732889642131,12.644328440729819
13,"(1,3)",1,3,33.33333333333333,11.11111111111111,5.95828852242903,1.19436787422368,6.008048215654061,0.9405497905154604
14,"(1,4)",1,4,44.44444444444444,11.11111111111111,5.387953479878883,8.956542512480395,9.671440325781434,6.22384892211155
15,"(1,5)",1,5,55.55555555555556,11.11111111111111,6.935487414435396,3.4777158148126732,7.094066298317209,9.50669772978913
16,"(1,6)",1,6,66.66666666666666,11.11111111111111,6.065573952408519,2.722012700507413,13.082060083576504,14.34743299551374
17,"(1,7)",1,7,77.77777777777777,11.11111111111111,6.68904665276785,2.6360522838366327,3.056865547590589,3.8372536898216305
18,"(1,8)",1,8,88.88888888888889,11.11111111111111,5.035340624781192,4.7159291237899215,13.752330008824595,19.883714825124468
19,"(1,9)",1,9,100.0,11.11111111111111,5.973382375736275,6.750066595821547,8.673429903836084,2.2988038750837383
